CODIGO_DEPARTAMENTO,NOMBRE_DEPARTAMENTO,NOMBRE_MUNICIPIO,CODIGO_MUNICIPIO,TIPO,LATITUD,LONGITUD
5,ANTIOQUIA,PEQUE,5543,Municipio,7.044180058,-75.88968843
5,ANTIOQUIA,PUEBLORRICO,5576,Municipio,5.80970186,-75.86076667
5,ANTIOQUIA,PUERTO BERRÍO,5579,Municipio,6.481922267,-74.5287421
5,ANTIOQUIA,PUERTO NARE,5585,Municipio,6.126539139,-74.70317722
5,ANTIOQUIA,PUERTO TRIUNFO,5591,Municipio,5.954830151,-74.6861918
5,ANTIOQUIA,REMEDIOS,5604,Municipio,6.997267375,-74.55865652
5,ANTIOQUIA,RETIRO,5607,Municipio,6.053444254,-75.51573805
5,ANTIOQUIA,RIONEGRO,5615,Municipio,6.150785807,-75.41076052
5,ANTIOQUIA,SABANALARGA,5628,Municipio,6.901000506,-75.79222754
5,ANTIOQUIA,SABANETA,5631,Municipio,6.138305183,-75.60880599
5,ANTIOQUIA,SALGAR,5642,Municipio,5.970502334,-75.98137251
5,ANTIOQUIA,SAN ANDRÉS DE CUERQUÍA,5647,Municipio,6.918427233,-75.6657758
5,ANTIOQUIA,SAN CARLOS,5649,Municipio,6.193789659,-74.90732769
5,ANTIOQUIA,SAN FRANCISCO,5652,Municipio,5.840093731,-74.98176334
5,ANTIOQUIA,SAN JERÓNIMO,5656,Municipio,6.438300409,-75.70310727
5,ANTIOQUIA,SAN JOSÉ DE LA MONTAÑA,5658,Municipio,6.823258913,-75.67770826
5,ANTIOQUIA,SAN JUAN DE URABÁ,5659,Municipio,8.707141583,-76.53248234
5,ANTIOQUIA,SAN LUIS,5660,Municipio,6.024205956,-75.0076674
5,ANTIOQUIA,SAN PEDRO DE LOS MILAGROS,5664,Municipio,6.458666308,-75.5624839
5,ANTIOQUIA,SAN PEDRO DE URABÁ,5665,Municipio,8.37915695,-76.31664233
5,ANTIOQUIA,SAN RAFAEL,5667,Municipio,6.31074453,-74.99858652
5,ANTIOQUIA,SAN ROQUE,5670,Municipio,6.466165211,-74.9450732
5,ANTIOQUIA,SAN VICENTE FERRER,5674,Municipio,6.310387522,-75.32740163
5,ANTIOQUIA,SANTA BÁRBARA,5679,Municipio,5.878984956,-75.58330371
5,ANTIOQUIA,SANTA ROSA DE OSOS,5686,Municipio,6.675827825,-75.43814333
5,ANTIOQUIA,SANTO DOMINGO,5690,Municipio,6.481044132,-75.14260097
5,ANTIOQUIA,EL SANTUARIO,5697,Municipio,6.124209495,-75.25212278
5,ANTIOQUIA,SEGOVIA,5736,Municipio,7.26692339,-74.62163926
5,ANTIOQUIA,SONSÓN,5756,Municipio,5.826388779,-74.83637623
5,ANTIOQUIA,SOPETRÁN,5761,Municipio,6.520164552,-75.74580903
5,ANTIOQUIA,TÁMESIS,5789,Municipio,5.673758571,-75.70979974
5,ANTIOQUIA,TARAZÁ,5790,Municipio,7.488875998,-75.40189438
5,ANTIOQUIA,TARSO,5792,Municipio,5.871064557,-75.82871144
5,ANTIOQUIA,TITIRIBÍ,5809,Municipio,6.058349971,-75.79966005
5,ANTIOQUIA,TOLEDO,5819,Municipio,7.016397069,-75.71363382
5,ANTIOQUIA,TURBO,5837,Municipio,8.173851745,-76.5740377
5,ANTIOQUIA,URAMITA,5842,Municipio,6.913916924,-76.13318514
5,ANTIOQUIA,URRAO,5847,Municipio,6.33534134,-76.25906482
5,ANTIOQUIA,VALDIVIA,5854,Municipio,7.265404213,-75.40094502
5,ANTIOQUIA,VALPARAÍSO,5856,Municipio,5.651937802,-75.63083412
5,ANTIOQUIA,VEGACHÍ,5858,Municipio,6.836535122,-74.7540302
5,ANTIOQUIA,VENECIA,5861,Municipio,5.956576355,-75.77722423
5,ANTIOQUIA,VIGÍA DEL FUERTE,5873,Municipio,6.453351334,-76.69504802
5,ANTIOQUIA,YALÍ,5885,Municipio,6.716870679,-74.75565002
5,ANTIOQUIA,YARUMAL,5887,Municipio,6.9881309,-75.45439957
5,ANTIOQUIA,YOLOMBÓ,5890,Municipio,6.64442786,-75.02990266
5,ANTIOQUIA,YONDÓ,5893,Municipio,6.925159318,-74.15824041
5,ANTIOQUIA,ZARAGOZA,5895,Municipio,7.474004006,-74.85848326
8,ATLÁNTICO,BARRANQUILLA,8001,Municipio,10.98152051,-74.82771544
8,ATLÁNTICO,BARANOA,8078,Municipio,10.79329302,-74.92219491
8,ATLÁNTICO,CAMPO DE LA CRUZ,8137,Municipio,10.38405079,-74.88466039
8,ATLÁNTICO,CANDELARIA,8141,Municipio,10.48902047,-74.87756627
8,ATLÁNTICO,GALAPA,8296,Municipio,10.89771991,-74.88708788
8,ATLÁNTICO,JUAN DE ACOSTA,8372,Municipio,10.82306503,-75.07841904
8,ATLÁNTICO,LURUACO,8421,Municipio,10.63503116,-75.15402741
8,ATLÁNTICO,MALAMBO,8433,Municipio,10.84828864,-74.80617555
8,ATLÁNTICO,MANATÍ,8436,Municipio,10.45414555,-74.98477367
8,ATLÁNTICO,PALMAR DE VARELA,8520,Municipio,10.69481208,-74.7701509
8,ATLÁNTICO,PIOJÓ,8549,Municipio,10.74078959,-75.14366034
8,ATLÁNTICO,POLONUEVO,8558,Municipio,10.76740141,-74.85414844
8,ATLÁNTICO,PONEDERA,8560,Municipio,10.59465102,-74.79847316
8,ATLÁNTICO,PUERTO COLOMBIA,8573,Municipio,11.0044226,-74.9074058
8,ATLÁNTICO,REPELÓN,8606,Municipio,10.50757051,-75.12188053
8,ATLÁNTICO,SABANAGRANDE,8634,Municipio,10.79894015,-74.7687966
8,ATLÁNTICO,SABANALARGA,8638,Municipio,10.62250777,-74.95510542
8,ATLÁNTICO,SANTA LUCÍA,8675,Municipio,10.35364192,-74.96541179
8,ATLÁNTICO,SANTO TOMÁS,8685,Municipio,10.75562656,-74.78726468
8,ATLÁNTICO,SOLEDAD,8758,Municipio,10.9069066,-74.7784249
8,ATLÁNTICO,SUAN,8770,Municipio,10.31085035,-74.90713308
8,ATLÁNTICO,TUBARÁ,8832,Municipio,10.90721938,-74.98423293
8,ATLÁNTICO,USIACURÍ,8849,Municipio,10.74052266,-74.98267413
11,BOGOTÁ D.C.,BOGOTÁ D.C.,11001,Municipio,4.316107698,-74.1810727
13,BOLÍVAR,CARTAGENA DE INDIAS,13001,Municipio,10.46343362,-75.45889915
13,BOLÍVAR,ACHÍ,13006,Municipio,8.622943262,-74.47805945
13,BOLÍVAR,ALTOS DEL ROSARIO,13030,Municipio,8.757468863,-74.19515811
13,BOLÍVAR,ARENAL,13042,Municipio,8.362996158,-74.10301905
13,BOLÍVAR,ARJONA,13052,Municipio,10.16422123,-75.37121788
13,BOLÍVAR,ARROYOHONDO,13062,Municipio,10.24171805,-75.02690422
13,BOLÍVAR,BARRANCO DE LOBA,13074,Municipio,8.837077654,-74.27966531
13,BOLÍVAR,CALAMAR,13140,Municipio,10.15517098,-74.99995949
13,BOLÍVAR,CANTAGALLO,13160,Municipio,7.239229146,-74.10014043
13,BOLÍVAR,CICUCO,13188,Municipio,9.235268598,-74.68840962
13,BOLÍVAR,CÓRDOBA,13212,Municipio,9.540047515,-74.89445635
13,BOLÍVAR,CLEMENCIA,13222,Municipio,10.55663696,-75.31446653
13,BOLÍVAR,EL CARMEN DE BOLÍVAR,13244,Municipio,9.699819876,-75.15793573
13,BOLÍVAR,EL GUAMO,13248,Municipio,10.03483672,-74.92811072
13,BOLÍVAR,EL PEÑÓN,13268,Municipio,8.864818786,-73.91230147
13,BOLÍVAR,HATILLO DE LOBA,13300,Municipio,8.981717133,-74.09071902
13,BOLÍVAR,MAGANGUÉ,13430,Municipio,9.053135895,-74.70539318
13,BOLÍVAR,MAHATES,13433,Municipio,10.17821391,-75.17978161
13,BOLÍVAR,MARGARITA,13440,Municipio,9.054601889,-74.22584706
13,BOLÍVAR,MARÍA LA BAJA,13442,Municipio,9.976017168,-75.34380265
13,BOLÍVAR,MONTECRISTO,13458,Municipio,8.01710024,-74.46342911
13,BOLÍVAR,SANTA CRUZ DE MOMPOX,13468,Municipio,9.142512064,-74.54519906
13,BOLÍVAR,MORALES,13473,Municipio,8.253700061,-73.9713459
13,BOLÍVAR,NOROSÍ,13490,Municipio,8.50613476,-74.11588912
13,BOLÍVAR,PINILLOS,13549,Municipio,8.886315511,-74.40888476
13,BOLÍVAR,REGIDOR,13580,Municipio,8.672628558,-73.91450679
13,BOLÍVAR,RÍO VIEJO,13600,Municipio,8.559982465,-73.90298668
13,BOLÍVAR,SAN CRISTÓBAL,13620,Municipio,10.36972087,-75.07333835
13,BOLÍVAR,SAN ESTANISLAO,13647,Municipio,10.36468192,-75.20523487
13,BOLÍVAR,SAN FERNANDO,13650,Municipio,9.081483143,-74.37186647
13,BOLÍVAR,SAN JACINTO,13654,Municipio,9.835362011,-75.10609201
13,BOLÍVAR,SAN JACINTO DEL CAUCA,13655,Municipio,8.212463202,-74.75082
13,BOLÍVAR,SAN JUAN NEPOMUCENO,13657,Municipio,9.967957823,-75.06571959
13,BOLÍVAR,SAN MARTÍN DE LOBA,13667,Municipio,8.816088444,-74.00599967
13,BOLÍVAR,SAN PABLO,13670,Municipio,7.507922612,-74.10356977
13,BOLÍVAR,SANTA CATALINA,13673,Municipio,10.64981278,-75.26548463
13,BOLÍVAR,SANTA ROSA,13683,Municipio,10.46920726,-75.36116053
13,BOLÍVAR,SANTA ROSA DEL SUR,13688,Municipio,7.772519173,-74.26272843
13,BOLÍVAR,SIMITÍ,13744,Municipio,7.851315534,-73.98371609
13,BOLÍVAR,SOPLAVIENTO,13760,Municipio,10.33209031,-75.11699226
13,BOLÍVAR,TALAIGUA NUEVO,13780,Municipio,9.269516705,-74.58695233
13,BOLÍVAR,TIQUISIO,13810,Municipio,8.492345176,-74.29676139
13,BOLÍVAR,TURBACO,13836,Municipio,10.35310756,-75.37971541
13,BOLÍVAR,TURBANÁ,13838,Municipio,10.25276929,-75.43270299
13,BOLÍVAR,VILLANUEVA,13873,Municipio,10.4449132,-75.26736275
13,BOLÍVAR,ZAMBRANO,13894,Municipio,9.745147021,-74.88067037
15,BOYACÁ,TUNJA,15001,Municipio,5.518472615,-73.37801856
15,BOYACÁ,ALMEIDA,15022,Municipio,4.954825081,-73.38813425
15,BOYACÁ,AQUITANIA,15047,Municipio,5.437416373,-72.87149471
15,BOYACÁ,ARCABUCO,15051,Municipio,5.73526424,-73.42793109
15,BOYACÁ,BELÉN,15087,Municipio,6.005059265,-72.89369887
15,BOYACÁ,BERBEO,15090,Municipio,5.230936356,-73.12731944
15,BOYACÁ,BETÉITIVA,15092,Municipio,5.920858933,-72.84857876
15,BOYACÁ,BOAVITA,15097,Municipio,6.337515626,-72.62021239
15,BOYACÁ,BOYACÁ,15104,Municipio,5.439856216,-73.38136994
15,BOYACÁ,BRICEÑO,15106,Municipio,5.673229265,-73.92660705
15,BOYACÁ,BUENAVISTA,15109,Municipio,5.489399419,-73.95066255
15,BOYACÁ,BUSBANZÁ,15114,Municipio,5.843483731,-72.87574623
15,BOYACÁ,CALDAS,15131,Municipio,5.575990669,-73.88057508
15,BOYACÁ,CAMPOHERMOSO,15135,Municipio,5.006862536,-73.1446703
15,BOYACÁ,CERINZA,15162,Municipio,5.962013698,-72.96447288
15,BOYACÁ,CHINAVITA,15172,Municipio,5.202971639,-73.34048074
15,BOYACÁ,CHIQUINQUIRÁ,15176,Municipio,5.622488024,-73.80424531
15,BOYACÁ,CHISCAS,15180,Municipio,6.68911806,-72.41795675
15,BOYACÁ,CHITA,15183,Municipio,6.091468485,-72.43903174
15,BOYACÁ,CHITARAQUE,15185,Municipio,5.984394625,-73.42582375
15,BOYACÁ,CHIVATÁ,15187,Municipio,5.556830465,-73.26061715
15,BOYACÁ,CIÉNEGA,15189,Municipio,5.393059633,-73.28205772
15,BOYACÁ,CÓMBITA,15204,Municipio,5.667822366,-73.32137049
15,BOYACÁ,COPER,15212,Municipio,5.452461072,-74.05996578
15,BOYACÁ,CORRALES,15215,Municipio,5.82454582,-72.84544845
15,BOYACÁ,COVARACHÍA,15218,Municipio,6.519521476,-72.74020421
15,BOYACÁ,CUBARÁ,15223,Municipio,6.886954878,-72.18156285
15,BOYACÁ,CUCAITA,15224,Municipio,5.527104109,-73.44598646
15,BOYACÁ,CUÍTIVA,15226,Municipio,5.58775449,-72.93953686
15,BOYACÁ,CHÍQUIZA,15232,Municipio,5.643075648,-73.44562391
15,BOYACÁ,CHIVOR,15236,Municipio,4.871181606,-73.36142379
15,BOYACÁ,DUITAMA,15238,Municipio,5.890602515,-73.06709484
15,BOYACÁ,EL COCUY,15244,Municipio,6.353363177,-72.41923752
15,BOYACÁ,EL ESPINO,15248,Municipio,6.508240556,-72.48049625
15,BOYACÁ,FIRAVITOBA,15272,Municipio,5.67367659,-73.01983352
15,BOYACÁ,FLORESTA,15276,Municipio,5.85899211,-72.92499827
15,BOYACÁ,GACHANTIVÁ,15293,Municipio,5.744105975,-73.5426552
15,BOYACÁ,GÁMEZA,15296,Municipio,5.799050256,-72.72964765
15,BOYACÁ,GARAGOA,15299,Municipio,5.089466651,-73.31430272
15,BOYACÁ,GUACAMAYAS,15317,Municipio,6.445438546,-72.51635332
15,BOYACÁ,GUATEQUE,15322,Municipio,5.01450831,-73.48812352
15,BOYACÁ,GUAYATÁ,15325,Municipio,4.931424341,-73.49663372
15,BOYACÁ,GÜICÁN DE LA SIERRA,15332,Municipio,6.566991765,-72.25599334
15,BOYACÁ,IZA,15362,Municipio,5.617366016,-72.96986504
15,BOYACÁ,JENESANO,15367,Municipio,5.38916272,-73.40087021
15,BOYACÁ,JERICÓ,15368,Municipio,6.155633662,-72.58523093
15,BOYACÁ,LABRANZAGRANDE,15377,Municipio,5.541378132,-72.5903846
15,BOYACÁ,LA CAPILLA,15380,Municipio,5.113167102,-73.45923708
15,BOYACÁ,LA VICTORIA,15401,Municipio,5.507008121,-74.24162727
15,BOYACÁ,LA UVITA,15403,Municipio,6.265126191,-72.55551085
15,BOYACÁ,VILLA DE LEYVA,15407,Municipio,5.665762424,-73.514948
15,BOYACÁ,MACANAL,15425,Municipio,4.980176495,-73.29413695
15,BOYACÁ,MARIPÍ,15442,Municipio,5.569810633,-74.02003127
15,BOYACÁ,MIRAFLORES,15455,Municipio,5.150953297,-73.17896722
15,BOYACÁ,MONGUA,15464,Municipio,5.710937981,-72.63402875
15,BOYACÁ,MONGUÍ,15466,Municipio,5.697352228,-72.83298664
15,BOYACÁ,MONIQUIRÁ,15469,Municipio,5.863370485,-73.55852538
15,BOYACÁ,MOTAVITA,15476,Municipio,5.606192449,-73.37734267
15,BOYACÁ,MUZO,15480,Municipio,5.539429272,-74.11177139
15,BOYACÁ,NOBSA,15491,Municipio,5.778759851,-72.93268324
15,BOYACÁ,NUEVO COLÓN,15494,Municipio,5.354701485,-73.44873424
15,BOYACÁ,OICATÁ,15500,Municipio,5.610787844,-73.27991905
15,BOYACÁ,OTANCHE,15507,Municipio,5.753787787,-74.19719423
15,BOYACÁ,PACHAVITA,15511,Municipio,5.148323877,-73.39951219
15,BOYACÁ,PÁEZ,15514,Municipio,5.095211035,-73.00435863
15,BOYACÁ,PAIPA,15516,Municipio,5.762027786,-73.13777442
15,BOYACÁ,PAJARITO,15518,Municipio,5.382328949,-72.69672674
15,BOYACÁ,PANQUEBA,15522,Municipio,6.443299758,-72.46182431
15,BOYACÁ,PAUNA,15531,Municipio,5.688801559,-74.00504122
15,BOYACÁ,PAYA,15533,Municipio,5.621242742,-72.3692906
15,BOYACÁ,PAZ DE RÍO,15537,Municipio,6.030008561,-72.75988018
15,BOYACÁ,PESCA,15542,Municipio,5.498483324,-73.07837993
15,BOYACÁ,PISBA,15550,Municipio,5.768131812,-72.43993232
15,BOYACÁ,PUERTO BOYACÁ,15572,Municipio,5.953466654,-74.4528581
15,BOYACÁ,QUÍPAMA,15580,Municipio,5.595729831,-74.26857067
15,BOYACÁ,RAMIRIQUÍ,15599,Municipio,5.319934092,-73.310779
15,BOYACÁ,RÁQUIRA,15600,Municipio,5.496268621,-73.62894438
15,BOYACÁ,RONDÓN,15621,Municipio,5.379947879,-73.19650995
15,BOYACÁ,SABOYÁ,15632,Municipio,5.699926051,-73.74799466
15,BOYACÁ,SÁCHICA,15638,Municipio,5.573464882,-73.543102
15,BOYACÁ,SAMACÁ,15646,Municipio,5.47053997,-73.5211756
15,BOYACÁ,SAN EDUARDO,15660,Municipio,5.234614686,-73.04914067
15,BOYACÁ,SAN JOSÉ DE PARE,15664,Municipio,5.994154088,-73.54386522
15,BOYACÁ,SAN LUIS DE GACENO,15667,Municipio,4.798203543,-73.13397018
